primarySlug,restaurant_id,name,address,city,supportsDelivery,supportsPickup,paymentMethods,ratings,ratingsNumber,deliveryScoober,durationRangeMin,durationRangeMax,deliveryFee,minOrder,longitude,latitude
crumulus,R0P053QN,Crumulus,Prins Albertlaan 54,Oostende,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,5,1,55,65,4.99,18.0,2.94576,51.222248
burger-king-oostende,RN15P3QN,Burger King,Torhoutsesteenweg 597,Oostende,0,1,"['bancontact', 'paypal', 'creditcard']",3.2,65,1,40,50,4.99,18.0,2.9028084,51.20362
gusto-1,RRPRRNQN,Gusto!,Moerestraat 87A,Gistel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,78,0,40,65,0.0,40.0,2.9600379,51.1480344
istanbul-resto-snack-8620,0PQ55Q5N,Istanbul Resto Snack,Langestraat 68,Nieuwpoort,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,301,0,40,65,0.0,30.0,2.7512009,51.1321422
de-notenboom,O07Q5N31,De Notenboom,Langestraat 139,Nieuwpoort,0,1,"['bancontact', 'paypal', 'creditcard']",4.9,706,0,20,45,4.0,15.0,2.7489884,51.1323964
kai-sushi-and-seafood,O300PPPN,Kai Sushi and Seafood,Priorijlaan 24,Westende,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,257,0,65,90,0.0,50.0,2.7782068,51.1716979
gustosita,O5055N7N,Gustositá,Zonder Zorgstraat 5,Koksijde,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,116,0,35,60,0.0,25.0,2.6374224,51.1173803
brasserie-leopold,RRPP5PQN,Brasserie Leopold,Dorpsstraat 29,Oostduinkerke,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,15,40,4.0,9.5,2.6824671,51.1155454
burgerlicious-oostmalle,01R3QO11,Burgerlicious,Hoogstraatsebaan 16,Malle,1,1,"['bancontact', 'paypal', 'creditcard']",4.4,204,0,35,60,0.0,15.0,4.7353309,51.3029797
the-chopsticks,O0RR1ON1,The Chopsticks,Gravin Elisabethlaan 1 bus 5,Hoogstraten,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,168,0,20,45,5.0,50.0,4.7596962,51.4007153
anatolia-2320,O5QRR001,Anatolia Hoogstraten,Loenhoutseweg 35,Hoogstraten,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,820,0,50,75,0.0,30.0,4.75359,51.3960999
burgerkot,OPQ1QP7N,Burgerpand,Vlimmersebaan 86,Rijkevorsel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,70,0,25,50,0.0,40.0,4.772994,51.321526
pizzeria-toscana,3NO3ON,Pizzeria Toscana,Kalmthoutse Steenweg 1,Wuustwezel,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,56,0,30,55,6.0,50.0,4.5902112,51.3892187
sushi-king-hoog,N35PR77,Sushi King Hoogstraten,Vrijheid 208,Hoogstraten,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.7,238,0,45,70,0.0,45.0,4.760368,51.400101
rozalin-eethuis,O3113111,Rozalin Kebab Pizza,Lessiusstraat 8,Brecht,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.0,662,0,30,55,0.0,15.0,4.6441514,51.351267
ramses-ii-wuustwezel,O717QRR,Ramses II,Bredabaan 362,Wuustwezel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,317,0,25,50,5.0,35.0,4.5962642,51.394011
sushi-huis-wuustwezel-wuustwezel,R3QNNNQN,Sushi Huis Wuustwezel,Bredabaan 506,Wuustwezel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,139,0,50,75,0.0,25.0,4.5896637,51.388624
ali-pizzahuis,R5N3PN,Ali Pizzahuis,Brugstraat 200,Sint-Job-In-'t-Goor (Brecht),1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.7,971,0,40,65,3.0,10.0,4.5703876,51.3015694
vice-versa,R711N3QN,Vice Versa,Drijhoek 25,Rijkevorsel,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,26,0,45,70,0.0,19.95,4.7676697,51.346092
frituur-la-palma,RPORQ5QN,Frituur La Palma,Dorpsstraat 94,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,20,30,4.99,15.0,4.676337,51.3487871
pizzaria-vosselaar,3557PR1,Pizzeria Vosselaar,Antwerpsesteenweg 115,Vosselaar,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.0,2343,0,30,55,0.0,14.95,4.8895358,51.3148154
smokey-burger,O1N1NO5N,Smokey Burger,Leopoldstraat 57,Merksplas,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.5,47,0,60,85,0.0,30.0,4.8649408,51.3546274
hapjes-time,O1N75O5N,Hapjes Time,De Merodelei 97,Turnhout,1,1,"['bancontact', 'paypal', 'creditcard']",3.9,39,0,20,45,0.0,15.0,4.9371254,51.3214973
star-kebab-1,OQ7QO3PN,Star Kebab,De Merodelei 104,Turnhout,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,139,0,20,45,0.0,13.5,4.9367899,51.3216802
sakhon-thai,371P5Q7N,Sakhon Thaï,Rue de Bruxelles 75,Enghien,1,1,"['bancontact', 'paypal', 'creditcard']",3.8,118,0,35,60,3.0,20.0,4.04222,50.6947545
tortue-pizza,O11513R,Tortue Pizza,Rue De Bruxelles 53,Enghien,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,952,0,40,65,5.0,0.0,4.0413437,50.6945523
hong-kong-express-2,ON570RP,Hong Kong Express,Rue de Bruxelles 75,Enghien,1,0,"['bancontact', 'paypal', 'creditcard']",3.2,1212,0,50,75,3.0,15.0,4.04222,50.6947545
chifuri-braine-le-comte,OPRNQ031,Chifuri,Rue de la Station 31,Braine-Le-Comte,1,1,"['bancontact', 'paypal', 'creditcard']",3.5,583,0,60,85,3.0,20.0,4.1372394,50.6090971
indian-royal,O717P101,Indian Royal,Chaussée de tongres 35,Liège,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,214,0,40,65,0.0,0.0,5.47449,50.78419
kapadokya-doner,30373N,Kapadokya döner,Vreyshorring 19,Lommel,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,304,0,45,70,0.0,20.0,5.3068659,51.229379
kebab-time-lommel-1,3RNNP57N,Kebab Time,Stationsstraat 38,Lommel,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,167,0,20,45,0.0,15.0,5.3141255,51.226
fansa,5N00QP3,Fansa,Stationsstraat 170a,Lommel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,1028,0,25,50,3.0,35.0,5.3134026,51.2187238
florya,5O0103N,Eethuis Florya Lommel,Lutlommel 133,Lommel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.6,1507,0,25,50,2.5,19.5,5.3469081,51.2321067
sushi-match,O13RR0QN,Sushi Match,Stationsstraat 15,Pelt,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,77,0,50,75,3.5,30.0,5.435603,51.227497
njam-njam-lommel,O3OO7101,Njam Njam,Molsekiezel 32,Lommel,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,991,0,35,60,4.5,25.0,5.3043835,51.2318175
dominos-pizza-5,O7110701,Domino's Pizza,Dorp 41,Lommel,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,365,0,30,55,0.0,20.0,5.3080327,51.2303999
ribs-and-more-valkenswaard,ON7N7NN1,Ribs and More,Dragonder 32G,Valkenswaard,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.9,37,0,50,75,0.0,25.0,5.468431,51.339882
pizza-apo,OORPNN7N,Pizza Apo,De Vryheyt 19,Lommel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,144,0,30,55,0.0,15.0,5.3080808,51.2303117
lommelse-kebab-lommel,RNQR37QN,Lommelse Kebab,Stationsstraat 36,Lommel,1,1,"['bancontact', 'paypal', 'creditcard']",3.5,4,0,35,60,3.0,20.0,5.3141093,51.2261487
kebaba,RP07O3QN,Kebaba,Koning Leopoldlaan 241,Lommel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,44,0,30,55,2.0,20.0,5.331347,51.232254
hong-kong-restaurant-willebroek,R07P55QN,Hong Kong Restaurant,August Van Landeghemstraat 48,Willebroek,1,0,"['bancontact', 'paypal', 'creditcard']",4.6,4,0,35,60,0.0,30.0,4.3619309,51.0630969
kwizin-mechelen,01PR5711,Kwizin Mechelen,Koningin Astridlaan 73,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4704975,51.0256872
adana-kebab-mechelen,0NO3N511,Adana Kebab,Keizerstraat 25,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.5,794,0,15,40,0.0,9.5,4.4883672,51.0290669
fast-2-go,0Q10PO11,Fast 2 Go,Onder den toren 2a,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.5,506,0,50,75,0.0,15.0,4.4782928,51.0284808
cafe-belge,0R73RP11,Café Belge,Grote Markt 9,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4804821,51.0285819
pizzeria-messina,0ROR375N,Pizzeria Messina,Tervuursesteenweg 244,Zemst,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,437,0,30,55,0.0,25.0,4.4926872,50.9911804
yamiii,3000Q77N,Yamiii,Tervuursesteenweg 3,Zemst,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,38,0,20,45,1.99,15.0,4.4865099,51.0053614
broodbroeders-sint-katelijnestraat,3357RR7N,Broodbroeders,Sint-Katelijnestraat 59,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4759655,51.03091
bakkerij-2800,33Q13R7N,Bakkerij 2800,Sint-Katelijnestraat 72,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.3,5,1,40,50,3.49,10.0,4.4758245,51.0312817
tashi-sushi-1,355R0Q7N,Tashi Sushi,Zandpoortvest 36,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,187,0,65,90,0.0,10.0,4.4875741,51.0238513
otacos-mechelen,35P35Q7N,O'Tacos,Steenweg 34,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",2.9,40,1,30,40,3.49,10.0,4.4790046,51.0278931
lunchroom,37N5R77N,Lunchroom,Blauwhondstraat 11,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,14,1,35,45,3.49,10.0,4.4797877,51.0270157
chinees-restaurant-greenfield-ii,37Q3OQ7N,Chinees Restaurant Greenfield II,Nekkerspoelstraat 5,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,52,1,35,45,3.99,12.0,4.4907198,51.0302823
mara,3NPP5N,La Loggia,Korenmarkt 37,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,26,1,45,55,3.99,12.0,4.4760105,51.0243954
broodbroeders-stationsstraat,3P57RR7N,Broodbroeders,Stationsstraat 11,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,3.99,12.0,4.4856615,51.020706
rosario-2800,3P5RPO7N,Rosario,Wollemarkt 22,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",2.8,40,0,55,80,0.0,20.0,4.4791103,51.0298597
munis-mechelen,3R10N3,Munis Restaurant,Hendrik Consciencestraat 24,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,733,0,40,65,0.0,14.0,4.4822218,51.0194736
sham-nuts,3R517Q7N,Sham Nuts,Bruul 132,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,3.99,12.0,4.4818767,51.0235337
pizza-pasta-nr1-mechelen,3ROQPR7N,Pizza Pasta Nr1,Leopoldstraat 86,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,218,0,15,40,0.0,8.0,4.481003,51.0182355
nihao,5731QP3,Ni Hao - Moshi Moshi,Brusselsesteenweg 10,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,5104,0,30,55,0.0,18.0,4.472215,51.0203695
pizza-service-mechelen,77O3,Pizza Service,Onze-Lieve-Vrouwestraat 37,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,4147,0,20,45,0.0,8.0,4.4778211,51.0242904
ellis-mechelen,N0RNOR7,Ellis,Ijzerenleen 10,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.6,58,1,40,50,3.49,10.0,4.4787765,51.0273914
frituur-veemarkt-mechelen,N111PR7,Frituur Veemarkt,Hendrik Speecqvest 17,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.2,261,1,40,50,3.99,12.0,4.4852799,51.0216835
kingslize-pizza-mechelen,N1Q11RQ,Kingslize Pizza,Nekkerspoelstraat 6,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,988,0,20,45,0.0,10.0,4.4909304,51.030336
poule-poulette-mechelen,N1RRQOR,Poule & Poulette,Ijzerenleen 36,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.7,41,1,30,40,3.49,10.0,4.4782448,51.02684
dominos-pizza-mechelen-1,N53ON3Q,Domino's Pizza,Zandpoortvest 39/40,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.7,456,0,30,55,1.5,12.0,4.4875275,51.0237477
china-keuken,N7071N5,China Keuken,Hendrik Consciencestraat 16,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,6,1,35,45,3.99,12.0,4.4823254,51.0203597
basic-italian-mechelen,NNQ3QN5,Basic Italian,Bruul 22,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,3.49,10.0,4.4808626,51.027048
tangthai,NPO3PPR,Tangthai,Befferstraat 12,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,34,1,30,40,3.49,10.0,4.4824791,51.0282093
hawaiian-poke-bowl-mechelen,O00OO7PN,Hawaiian Poké Bowl,Ijzerenleen 23,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.7,193,1,30,40,3.49,10.0,4.4790763,51.0268796
mcdonalds-mechelen,O0PRRPPN,McDonald's,Guido Gezellelaan 4,Mechelen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.7,328,1,35,45,3.99,12.0,4.4722542,51.033655
friet-van-mechelen,O0Q3Q17N,Friet Van Mechelen,Hendrik Consciencestraat 35,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,60,1,40,50,3.99,12.0,4.4826537,51.0185445
zahias-cuisine,O117R101,Delicatessenboetiek,Steenweg 12,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.47882,51.028288
chez-eline,O13570QN,Chez Eline,Huidevettersstraat 7,Malines,1,1,"['bancontact', 'paypal', 'creditcard']",5.0,4,1,40,50,3.49,10.0,4.4842727,51.0267423
kizuri,O153NP7N,Kizuri African Cuisine,Huidevettersstraat 7,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,17,1,35,45,3.49,10.0,4.4842727,51.0267423
pizza-roma-mechelen-mechelen-1,O15ON1QN,Pizza Roma Mechelen,Maurits Sabbestraat 71,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'bancontactAtHome']",3.4,252,0,40,65,0.0,9.0,4.475636,51.03616
cook-mazi,O17Q1P7N,Cook Mazi,Steenweg 30,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.9,58,0,20,45,0.0,10.0,4.4791218,51.027973
croque-n-roll-mechelen,O1P557PN,Croque 'n Roll,IJzerenleen 12,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,5,1,35,45,3.49,10.0,4.478816,51.027293
merad-restaurant,O1P5PPPN,Merad Restaurant,Vismarkt 11,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.7,74,1,35,45,3.49,10.0,4.4771478,51.0262183
pitawan,O1QPR101,Pitawan,Onze-Lieve-Vrouwestraat 28,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,80,0,30,55,0.0,20.0,4.4775937,51.0243125
otomat-mechelen,O31Q01QN,Otomat,Vismarkt 8,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,25,35,3.49,10.0,4.4769235,51.026478
bavet-mechelen,O33R0PPN,Bavet,Ijzerenleen 8,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.1,71,1,35,45,3.49,10.0,4.4788319,51.0274301
tarboosh,O3QNP301,Tarboosh,Hendrik Conciencestraat 21,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,21,1,40,50,0.5,12.0,4.48257,51.0189554
video-take,O5050301,Video-Take,Nekkerspoelstraat 451,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,113,0,25,50,3.0,15.0,4.5091628,51.0338711
pizza-hut-delivery-mechelen-1,O5PRPN7,Pizza Hut Delivery,Brusselsepoortstraat 2,Mechelen,1,0,"['bancontact', 'paypal', 'creditcard']",2.7,422,0,75,100,1.99,16.0,4.4732163,51.0218412
pizza-la-famiglia-1,O751017N,Pizza La Famiglia,Leopoldstraat 48,Zemst,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,220,0,20,45,0.0,30.0,4.461841,50.983724
morocco-nuts-mechelen,ON0PR7PN,Morocco Nuts,Ijzerenleen 61,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,3.49,10.0,4.4782861,51.0260216
curry-masala,ON1QN35N,Curry Masala,Oscar Van Kesbeeckstraat 48,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.7,48,0,55,80,5.0,30.0,4.4735407,51.0382315
frituur-pomfritz,ON33P7PN,Frituur Pomfritz,Botermarkt 13,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.5,159,1,40,50,3.49,10.0,4.4819975,51.0269719
the-avocado-bar-mechelen,ONO5ORPN,The Avocado Bar,Huidevettersstraat 7,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,6,1,40,50,3.49,10.0,4.4842727,51.0267423
arax-1,ONP50NPN,Arax,Botermarkt 28,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,146,0,45,70,0.0,40.0,4.4823967,51.0266586
balls-glory-mechelen,OO05Q0N1,Balls & Glory,Nauwstraat 10,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,6,1,35,45,3.49,10.0,4.4772829,51.0263371
beirut-palace-mechelen,OO3OORPN,Beirut Palace,Hendrik Consciencestraat 50,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,80,0,35,60,0.0,20.0,4.4822556,51.0187638
langen-asem,OORQ507N,Langen Asem,Sint-Katelijnestraat 12,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4777614,51.0298194
sultan-mechelen-1,OP05PP7N,Sultan,Stationstraat 47,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.0,77,0,30,55,0.0,10.0,4.483109,51.018772
egmont-snack,OP1PRON1,Egmont Snack,Graaf van Egmontstraat 2,Mechelen,0,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.5,111,0,40,65,0.0,15.0,4.4820092,51.0224244
impalas,OPPQPRP,GooDiees by Impala'S,Blauwhondstraat 23,Malines,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,252,0,30,55,0.0,15.0,4.4800195,51.0269251
ali-baba-mechelen,OPR57O01,Ali Baba,Hendrik Consciencestraat 37,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,909,0,20,45,0.0,15.0,4.4824376,51.0185386
dream-sushi-en-wok-mechelen-2,OQ7Q1O5N,Dream Sushi en Wok,Hoogstraat 57/1,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,332,0,20,45,2.0,18.0,4.4747877,51.0225516
pizzeria-margherita,OQP3307N,Pizzeria Margherita,Huidevettersstraat 7,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4842727,51.0267423
broodjeszaak-8283,OQPPON7N,Broodjeszaak 82*83,Onze Lieve Vrouwstraat 17,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.0,18,1,35,45,3.49,10.0,4.4773727,51.0246043
le-pain-quotidien-1,OQR157PN,Le Pain Quotidien,Ijzerenleen 35,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.4,10,1,40,50,3.49,10.0,4.4787325,51.0265884
belchicken-mechelen,OQR3N031,Belchicken,Botermarkt 12,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.3,99,1,35,45,3.49,10.0,4.4817091,51.0267575
snack-antalya-veemarkt,OR1Q57PN,Snack Antalya,Veemarkt 30,Malines,1,1,"['bancontact', 'paypal', 'creditcard']",4.2,30,1,30,40,3.49,10.0,4.4845363,51.0286715
wasbar-mechelen,OR300PPN,Wasbar,Ijzerenleen 13,Mechelen,1,0,"['bancontact', 'paypal', 'creditcard']",3.4,37,1,40,50,3.49,10.0,4.4792843,51.0270248
friethuis-1958,OROOPP7N,Friethuis 1958,Nekkerspoelstraat 7,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,53,1,40,50,3.99,12.0,4.4908398,51.0302832
saitama-sushi-wok-thai-rijmenam,ORQOR011,Saitama Sushi Wok & Thai,Gemeenteplein 7,Rijmenam,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.0,504,0,55,80,2.0,50.0,4.5852709,51.001087
taste-king-pizza-mechelen,Q1177QO,Taste King Pizza,Hoogstraat 33,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,1526,0,35,60,1.5,22.0,4.4749649,51.0232475
king-pizza-hombeek,Q31R17QN,King Pizza,Stationsplein 6,Hombeek,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,25,35,0.0,15.0,4.4440864,51.0141055
china-city-wok,Q5NO3N3,China City Wok,Brusselsesteenweg 383-385,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,5.59,18.0,4.4741904,51.0032819
akira-sushi,QRN0PN3,Akira Sushi,Veemarkt 20,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,35,1,40,50,3.49,10.0,4.4841383,51.0287633
oriental-asian-food,R07PNNQN,Oriental Asian Food,Botermarkt 9,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.6,9,1,45,55,3.49,10.0,4.481688,51.02694
o-deli-med,R130O3QN,ô' Deli-Med,Borzestraat 36,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4803355,51.0262984
pizza-kebab-istanbul-malines,R13RQ5QN,Pizza Kebab Istanbul,Liersesteenweg 151,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.0,35,0,30,55,0.0,10.0,4.4809136,51.037617
tungsing-house,R1Q7R1QN,Tung Sing House,Maurits Sabbestraat 105,Mechelen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,131,0,40,65,0.0,25.0,4.4750781,51.0366001
chick-n-dip-mechelen,R31355QN,Chick 'n Dip,Frederik de Merodestraat 30,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.8,4,1,25,35,3.49,10.0,4.4820913,51.0302458
al-baraka,R35O1OQN,Al Baraka,Oude Liersebaan 59,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,3.49,10.0,4.476926,51.037434
ross-specialty-coffee,R3N5O3QN,Ross Specialty Coffee,Huidevettersstraat 7,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,10.0,4.4842727,51.0267423
bar-lux,R3NN3OQN,Bar Lux,Tervuursesteenweg 23,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,4.99,15.0,4.4837265,51.013256
frituur-karin,R3OQ1OQN,Frituur Karin,Cardijnstraat 12,Zemst,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,58,0,30,55,3.0,15.0,4.4555063,50.96179
kome-bowls,R55R1PQN,Komé Bowls,Korenmarkt 3 bus glv,Mechelen,1,0,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,3.49,10.0,4.4767236,51.0249149
cafe-gourmand,R5N1P3QN,Café gourmand,Keizerstraat 21,Malines,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,25,35,3.99,12.0,4.4881597,51.0291451
hitea,R77351QN,Hitea,Bruul 14,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,3.49,10.0,4.480809,51.027252
pelivanoghlu,RN0735QN,Pitta Palace,Frederik de Merodestraat 4,Mechelen,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",3.2,24,0,65,90,0.0,15.0,4.4803971,51.0286668
yokoso-mechelen,RPPP53QN,Yokoso,IJzerenleen 21,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.9,5,1,40,50,0.0,10.0,4.4792444,51.0268527
tokotien-mechelen,RPR305QN,TokoTien,Borzestraat 24,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",3.9,5,1,30,40,3.49,10.0,4.4799356,51.026405
kalinka-malines,RQN7P3QN,Kalinka,Hallestraat 16,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4818243,51.0274278
brasserie-de-pijl,RR57OOQN,Brasserie De Pijl,Stationsstraat 48,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,24,0,20,30,0.0,15.0,4.483053,51.018734
beiruti-xpress,RRPRP5QN,Beiruti Xpress,Bruul 7,Mechelen,1,0,"['bancontact', 'paypal', 'creditcard']",3.3,4,1,40,50,3.49,10.0,4.4809568,51.0274712
matador,RRQO71QN,Matador,Ijzerenleen 7,Mechelen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,10.0,4.4793935,51.027245
yammiefood-londerzeel,0N17RP11,Yammiefood,Kerkhofstraat 112,Londerzeel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,292,0,30,55,0.0,10.0,4.3094979,51.0011042
snack-pitta-t-hoeksken-1840,57PN1P3,Snack Pitta 't Hoeksken,Kerkstraat 2,Londerzeel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,1093,0,40,65,0.0,12.0,4.3020346,51.002115
pizza-heat-steenhuffel,N5PQRN7,Pizza Heat,Heerbaan 159b,Steenhuffel,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.7,736,0,45,70,0.0,14.0,4.2534972,50.9815551
druppelteen,ORN317R1,Bistro Delivery,Marktplein 27,Kapelle-op-den-Bos,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,331,0,45,70,0.0,35.0,4.36027,51.0136278
